title,price,unit_price,community_name,region,type,construction_area,orientation,decoration,floor,elevator,purposes,release_date,house_structure,image_urls,from_url
1楼带60平米花园， 小区环境优雅，户型方正，位置优越,79,9518.1,凯斯顿华府,"['青白江', '青白江']",2室2厅1卫,83㎡,南,精装,低楼层 (共6层),有,普通住宅,2018-12-09,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/cf815cee4ff48f895b665191ed91a604/screenshot/1545812661_0/pc0_1eXhFCt0p.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-3a8fb02f-8b3b-4e36-8458-8bed3254ea80.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-8fd0ffa3-b4db-4818-9393-703f44dd0fc4.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-48e2c9b5-d9b2-4115-83f6-1eef76741086.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-ff4406e3-1890-48ea-b8fb-d10acd71b7d8.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710105216247.html
青水美居  套三双卫  户型方正  中装保养好,61.5,5731.6,青水美居壹期,"['青白江', '青白江']",3室2厅2卫,107.3㎡,北,精装,中楼层 (共7层),无,普通住宅,2018-11-24,未知结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/2cb9c0bb432c88453f307aa0131b0184/screenshot/1557480020_0/pc0_1FlBNMsOK.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-2c48e373-0042-45db-ba91-7cd94be55a25.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-3bccf6ee-bf8a-4a14-b827-a1d664f499f4.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-5a20e25b-226b-488f-b5e7-1487299c3bb7.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-a5dfd0ce-448c-4f3d-ad41-e02cf7266a5c.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-048b63ab-577b-4623-a68f-81d0cfaf2731.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710105237270.html
天府欧城精装套二 自住装修 清新明亮 用的材料好,59,8743.3,天府欧城,"['青白江', '青白江']",2室2厅1卫,67.48㎡,南,精装,高楼层 (共15层),有,普通住宅,2018-09-27,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/5a9393f75cca3a24956b733a33f66b94/screenshot/1562223771_6/pc0_uaYhXkwTy.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-f5c4504f-ae2c-4483-a186-1d995a9079c3.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-0a2712ce-cdac-4b4c-a585-7cf8be9ee5cd.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-a445d971-3d8d-463f-97e6-d8884f691ef1.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-32dae0f7-3125-48be-9208-c5f25fa37cbc.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710105825484.html
精装跃层带花园，实得190，片区成熟,68.8,8399.5,栖凤居,"['青白江', '青白江']",5室2厅2卫,81.91㎡,西南,精装,高楼层 (共5层),无,普通住宅,2018-12-08,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/cba3850b2e10f60263b27502033d1379/screenshot/1561880335_0/pc0_DBm0KDbYo.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-db99109f-cc38-438d-ae80-49995f40929a.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-5a329fa8-b510-4124-be07-b3a545415057.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-de25f07a-d626-4795-a532-d3d4227631ba.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-c882b911-3043-4619-915b-c36cfccd4dd0.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-562c2bb4-9a17-4b1e-925d-458fa97f1599.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-3777684a-62e1-4946-9474-ed446961ef99.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-26f21bc8-2668-48eb-9401-947e723f0a85.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710105827259.html
蝴蝶洲精装套三 一梯两户洋房 户型方正采光好看房方便,82,9011,蝴蝶洲,"['青白江', '青白江']",3室2厅1卫,91㎡,南,精装,中楼层 (共9层),有,普通住宅,2018-10-14,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/8a34eda3fc62c4aeba4bd987c97cbd38/screenshot/1541731223_0/pc0_RUJf2n9fF.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/test-8f183262-eb64-4272-9e4c-ac5d5efdf629.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/test-b54b52e4-44d5-4ba2-855a-b0bd41f1c70f.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-5f552dd7-88c7-458f-9cd3-90b41d1fb4f6.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-27a40e9e-70ea-4d12-bf06-979371f935e4.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-443a336b-0180-4d37-aac7-e657b26bcb62.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710106125782.html
无资质可买房 您喜爱的小户型 美程广场旁,28,7000,天府欧城,"['青白江', '青白江']",1室1厅1卫,40㎡,东南,毛坯,低楼层 (共15层),有,公寓,2018-11-21,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/19f18d6ee00cb213667d3e66ae85bdf4/screenshot/1542942130_0/pc0_yJ7cUyg5s.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-9084ba3e-0b11-41d7-b9c8-62c6a9548179.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-494569e5-555d-42a9-91f7-6826b7672490.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-63c5a9b2-00a0-4781-965a-58ac6984c8c0.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710106384751.html
嘉和瑞景，带四十平平台，清水套二，通透。电梯二楼,68,7816.1,嘉和瑞景,"['青白江', '青白江']",2室2厅1卫,87㎡,北,毛坯,低楼层 (共18层),有,普通住宅,2018-09-27,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/c58f5083a3097c828d531fa3b653ae8f/screenshot/1542428323_0/pc0_HTMOLGyHo.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/test-32962f08-ed72-4db4-bece-f9b8eb5d5d3c.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/test-eba6377f-da3a-4c93-9002-5252fc5549bd.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-f0259a98-f58e-40f7-8f90-7b43bed1b67e.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-52349667-41eb-4f10-a820-03dcb8321451.png!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710106872740.html
满两年 华逸花园 清水套三双卫 大面积 低单价,58,4672.5,华逸花园(华逸路),"['青白江', '青白江']",3室2厅2卫,124.13㎡,西南,毛坯,高楼层 (共6层),无,普通住宅,2018-12-27,砖混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/4a28d8ed82deb67506110c1b5c7b032e/screenshot/1546675012_1/pc0_EE93oh5xG.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-98317fad-69d7-47ab-a269-fc5133a203f7.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-b30c54a9-5713-4a34-9d7b-3d27ff2ad736.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-c37122f8-1e75-4b7b-bc20-18e0cc7cec57.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-ae4feaf1-6bad-4ae6-a5d9-410e446db0c6.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-0695a576-8b6a-4b69-99d7-a3277ff00ee8.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710107045746.html
誉府仕家精装未住人套三双卫带衣帽间*套四,100,8788.9,誉府仕家,"['青白江', '青白江']",3室2厅2卫,113.78㎡,东南,精装,中楼层 (共26层),有,普通住宅,2018-09-27,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/21573f98705d89f1c751f71eb962eeb6/screenshot/1540605791_0/pc0_n2nnQlqXd.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/test-f1cb6410-b045-42c6-93a3-248a543918ab.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/test-4f559aab-0e79-494d-93a4-19f91cc8b8a1.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-36f78ad7-831d-4d04-b4aa-004e2e4c4305.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-e88a2b7a-1041-4486-88c3-8a3e28f4f08d.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-908140e7-05ff-4647-bc1b-7b4e784fca65.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-9cef0c39-032f-4699-8c8e-dc94fb3f260c.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-cb687e3d-9d9d-4551-bff3-406ff26abe1a.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/test-ed102915-1473-424f-8888-b87a5603eb51.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710107168694.html
急售  房东诚心出售  位于青白江家乐福,82,5278.4,书香院,"['青白江', '青白江']",5室3厅3卫,155.35㎡,东南,毛坯,高楼层 (共5层),有,普通住宅,2018-09-27,钢混结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/32b47b999a525a7b0c8a1b5f15c2d049/screenshot/1553154156_0/pc0_yCRgcPngi.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-7d0677c9-8bc6-4f50-9876-b8660287908a.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-9e11bb77-ba96-40e5-928c-2a6ab8c6a84d.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-efbd871b-79bc-41e8-be3a-7bde7392f72f.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-004ba54a-6520-4482-a094-ba186f3d621e.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-63a28d4e-6335-4aab-82b1-e76ad807ce5e.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710107446046.html
美程广场 永辉超市旁 香草州精装套三急售,67,6979.2,香草洲,"['青白江', '青白江']",3室2厅1卫,96㎡,南,精装,高楼层 (共6层),无,普通住宅,2018-09-27,框架结构,"['https://vrlab-image4.ljcdn.com/release/auto3dhd/40490c9f42de05e4ef345137f2b6cf30/screenshot/1557632380_8/pc0_T74eOvWtQ.jpg?imageMogr2/quality/70/thumbnail/1024x', 'https://ke-image.ljcdn.com/510100-inspection/prod-49daf537-6e2d-4050-83f1-311b9795418e.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/hdic-frame/prod-0a9d5258-6d37-409d-96f6-3fdd7171c78f.png!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-4727016f-fca1-45df-bc64-c0b82faa5982.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-c36289dc-1af0-4456-8199-a1ea6a02c03d.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com', 'https://ke-image.ljcdn.com/510100-inspection/prod-9b5c2abe-9eef-4f35-bde2-f5e62689f2f4.jpg!m_fill,w_120,h_80,f_jpg?from=ke.com']",https://cd.ke.com/ershoufang/18122017710107769261.html
